,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health concerns and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Do you have previous employers?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health issues and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Do you think that discussing a mental health disorder with previous employers would have negative consequences?,Do you think that discussing a physical health issue with previous employers would have negative consequences?,Would you have been willing to discuss a mental health issue with your previous co-workers?,Would you have been willing to discuss a mental health issue with your direct supervisor(s)?,Did you feel that your previous employers took mental health as seriously as physical health?,Did you hear of or observe negative consequences for co-workers with mental health issues in your previous workplaces?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you bring up a mental health issue with a potential employer in an interview?,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Do you have a family history of mental illness?,Have you had a mental health disorder in the past?,Do you currently have a mental health disorder?,Have you been diagnosed with a mental health condition by a medical professional?,Have you ever sought treatment for a mental health issue from a mental health professional?,"If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?","If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?",What is your age?,What is your gender?,What country do you work in?,Do you work remotely?,Front-end Developer,Back-end Developer,DevOps/SysAdmin,Dev Evangelist/Advocate,One-person shop,Executive Leadership,Supervisor/Team Lead,Other,HR,Sales,Support
377,26,1.0,1,1,3,1,1,3,1,2,2,2,3,2,1,1,1,2,2,1,1,2,2,2,2,2,2,3,1,1,2,1,1,1,1,1,1,3,1,28,2.0,1,2,0,1,0,0,0,0,0,0,0,0,0
379,1001,0.0,1,2,1,1,1,3,2,2,2,2,2,2,1,3,4,2,2,3,2,2,2,2,2,2,2,3,4,3,2,1,1,2,2,2,1,-1,2,21,2.0,5,3,0,0,0,0,0,0,0,1,0,0,0
380,26,1.0,3,3,3,3,3,2,1,2,1,2,3,1,1,2,2,2,4,2,2,2,2,2,2,2,1,1,1,3,1,1,1,1,1,1,1,3,1,38,1.0,4,3,0,1,0,0,0,0,0,0,0,0,0
381,1001,0.0,1,1,1,1,2,2,3,3,2,1,1,2,1,2,2,4,2,3,2,2,2,4,4,2,2,3,2,3,1,3,1,1,1,1,1,2,1,33,1.0,1,2,0,0,1,0,0,0,0,0,0,0,0
382,101,1.0,1,2,1,1,1,1,3,3,2,1,2,2,1,2,3,2,2,3,2,2,2,2,2,2,3,3,2,2,2,3,1,1,1,2,1,3,2,28,2.0,1,2,0,1,0,0,0,0,0,0,0,0,0
383,26,1.0,1,1,1,1,1,1,3,3,2,2,1,2,1,4,4,4,4,4,1,2,3,2,4,2,3,3,3,3,2,2,2,1,1,1,1,2,1,32,1.0,1,2,0,0,0,1,0,0,0,0,0,0,0
384,1,1.0,-1,-1,3,3,2,4,1,2,3,3,2,2,1,3,4,4,4,3,2,2,2,2,3,3,3,3,3,3,2,3,2,1,1,1,1,2,1,24,2.0,5,2,1,0,0,0,0,0,0,0,0,0,0
385,501,1.0,2,2,3,2,2,2,2,3,2,3,3,2,1,4,4,4,4,3,2,2,2,2,4,2,2,3,3,2,2,3,1,1,2,1,1,2,1,35,1.0,1,1,0,0,0,0,0,0,0,1,0,0,0
388,1001,1.0,2,2,3,2,2,4,1,1,2,3,3,2,1,4,4,4,2,3,1,1,3,4,3,2,3,3,2,2,2,3,1,1,1,1,1,3,1,24,2.0,1,2,0,1,0,0,0,0,0,0,0,0,0
389,101,1.0,1,1,3,2,2,1,3,3,1,1,2,2,1,1,2,4,1,3,3,3,2,2,3,3,1,3,5,3,2,4,1,1,1,1,1,3,1,30,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0
390,101,1.0,1,1,2,1,1,3,1,1,3,3,2,2,1,1,2,1,1,1,1,1,3,4,3,2,3,3,2,2,2,1,3,3,3,2,2,4,1,47,2.0,1,2,0,0,0,0,0,0,0,0,0,1,0
391,1001,1.0,1,2,2,1,1,2,2,3,3,3,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,2,2,2,4,3,3,3,2,2,-1,-1,26,2.0,1,3,1,0,0,0,0,0,0,0,0,0,0
392,101,1.0,1,1,3,2,2,2,3,3,3,1,1,2,1,1,2,3,2,3,2,2,3,2,3,3,3,3,2,3,4,4,2,1,1,1,1,2,1,32,1.0,1,1,0,0,1,0,0,0,1,0,0,0,0
393,101,1.0,2,3,3,1,2,3,2,3,3,2,2,1,1,3,4,4,4,3,2,3,2,4,4,3,3,3,2,2,3,2,1,3,2,2,2,2,2,32,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0
394,501,1.0,2,3,2,1,2,2,3,3,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,3,3,1,5,5,1,4,2,1,1,1,1,-1,1,37,1.0,1,1,0,0,0,0,0,0,1,0,0,0,0
396,6,1.0,3,-1,3,3,2,2,3,3,3,2,1,2,1,4,4,4,4,3,2,2,3,4,4,3,3,3,3,3,4,2,2,2,2,2,2,-1,-1,28,2.0,0,2,0,0,0,0,0,0,0,0,0,1,0
397,26,1.0,2,3,1,2,1,2,2,2,2,3,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,3,2,4,4,3,3,3,2,1,-1,-1,22,1.0,4,3,0,1,0,0,0,0,0,0,0,0,0
398,501,1.0,2,2,1,1,2,2,3,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,3,2,3,3,4,2,4,1,1,1,2,1,4,3,30,1.0,1,2,0,0,0,1,0,0,0,0,0,0,0
400,101,1.0,1,2,3,2,1,2,2,3,2,2,2,2,1,2,4,4,4,3,2,2,2,4,2,2,1,2,2,4,4,3,2,3,3,2,2,-1,-1,34,1.0,1,3,0,1,1,0,0,0,0,0,0,0,0
401,6,1.0,1,1,3,3,1,1,2,3,3,1,1,2,1,1,2,2,2,3,2,2,2,2,2,2,3,3,2,4,2,1,3,2,2,1,1,3,1,32,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0
402,101,1.0,3,3,3,3,2,2,2,2,1,1,2,2,1,4,2,4,4,3,1,1,2,4,4,1,2,2,1,3,2,2,1,1,1,1,1,2,2,37,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
404,26,1.0,2,3,1,3,2,1,1,2,2,2,1,2,1,4,3,4,4,4,4,2,2,2,4,2,2,3,2,2,2,4,1,1,1,1,1,4,1,31,1.0,1,1,0,1,0,1,0,0,0,0,0,0,1
405,26,0.0,3,2,3,3,2,1,2,3,2,2,2,2,1,4,4,4,4,3,2,2,2,2,4,3,2,3,1,3,1,4,2,3,3,2,2,-1,-1,26,1.0,21,1,1,0,0,0,0,0,0,0,0,0,0
407,101,1.0,1,1,3,2,2,3,2,3,2,1,3,2,1,1,2,2,2,3,2,2,2,1,2,3,3,3,2,3,3,3,1,1,1,1,1,3,1,36,1.0,1,2,0,1,0,0,0,0,1,0,0,0,0
408,101,1.0,1,3,3,3,2,3,2,3,3,3,2,2,1,2,2,4,4,3,2,3,2,2,4,2,3,3,2,3,-1,2,1,1,3,1,1,-1,-1,38,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0
409,26,1.0,1,1,3,3,2,2,3,3,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,4,2,4,3,3,1,1,1,4,1,24,1.0,1,2,1,1,0,0,0,0,0,0,0,0,0
410,101,1.0,2,3,3,2,2,4,2,2,3,2,2,2,1,3,4,2,2,3,2,2,3,4,3,3,2,3,3,3,3,4,2,1,1,2,2,4,3,26,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0
411,1001,1.0,1,2,1,2,2,3,2,3,2,1,2,2,1,1,2,2,4,3,2,2,2,2,2,3,2,3,2,2,2,2,1,1,2,1,1,3,2,37,1.0,1,3,0,0,1,1,0,0,0,0,0,0,0
412,26,1.0,2,2,3,3,2,3,3,3,2,2,3,1,1,4,4,4,4,3,2,3,2,4,4,2,2,3,3,3,3,3,1,1,1,1,1,3,2,27,2.0,0,3,0,0,0,0,0,0,0,0,0,0,0
414,26,1.0,1,2,1,2,1,1,3,3,1,1,1,2,1,3,4,2,4,3,3,3,2,1,2,3,1,2,4,3,1,4,3,1,3,2,1,4,2,32,1.0,4,3,0,1,0,0,0,0,0,0,0,0,0
415,6,0.0,1,2,3,1,3,3,3,3,1,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,4,4,2,4,2,1,1,1,1,3,2,30,1.0,4,3,1,1,1,0,0,0,0,0,0,0,1
416,26,1.0,3,3,1,3,2,5,3,3,1,1,1,2,1,2,3,4,4,1,2,3,3,4,4,1,1,3,2,4,2,4,3,1,1,1,1,2,2,26,2.0,3,1,0,0,0,1,0,0,0,0,0,0,0
419,26,1.0,-1,3,3,3,2,3,3,3,2,1,2,2,1,3,4,4,4,3,2,3,2,2,2,3,1,2,3,3,1,4,1,1,2,2,1,-1,2,29,1.0,21,1,0,1,0,0,0,0,0,0,0,0,0
420,26,1.0,1,1,1,1,2,3,2,2,1,2,2,2,1,2,3,4,4,3,2,2,2,2,4,2,2,2,2,2,2,1,1,1,1,1,1,2,1,26,3.0,3,3,0,1,1,0,0,0,0,0,0,0,0
421,101,1.0,1,2,3,3,2,4,3,3,2,2,3,2,1,3,4,4,4,3,2,3,2,2,4,3,3,3,2,3,4,4,3,3,3,2,2,-1,-1,23,2.0,1,3,0,1,0,0,0,0,0,0,0,0,0
422,101,1.0,1,1,1,1,1,2,3,3,1,1,1,2,1,2,2,2,4,3,2,3,2,2,2,3,1,1,4,4,-1,4,1,1,3,1,1,3,2,30,1.0,1,2,0,0,0,0,0,0,1,0,0,0,1
423,1001,0.0,1,3,2,1,2,4,2,2,3,3,3,2,1,3,4,4,4,3,2,2,3,4,4,2,3,3,3,3,4,2,1,1,1,1,2,-1,2,40,1.0,1,2,0,0,0,0,0,0,1,0,0,0,0
424,101,1.0,2,2,3,2,2,5,2,2,3,3,2,2,1,2,2,2,2,3,1,2,3,4,2,2,3,3,2,3,5,2,2,2,2,1,1,2,2,46,1.0,1,2,0,0,0,0,0,0,1,0,0,0,1
425,26,1.0,2,2,3,2,2,3,3,3,1,1,2,2,1,3,4,4,4,3,3,3,2,1,3,3,2,2,3,4,2,4,3,3,3,2,2,-1,-1,26,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0
426,1001,1.0,1,1,1,1,1,3,2,3,3,3,2,2,1,1,1,4,4,1,3,2,3,3,3,2,1,3,2,3,3,3,2,3,3,2,2,-1,-1,30,1.0,1,2,0,0,1,0,0,0,0,0,0,0,0
427,101,1.0,3,3,3,3,2,3,1,2,3,3,2,2,1,4,4,4,4,3,1,2,3,4,2,3,3,3,2,2,1,4,3,3,3,2,2,-1,-1,27,2.0,1,1,0,1,0,0,0,0,0,0,0,0,0
429,26,1.0,1,1,3,1,2,3,2,3,2,3,3,2,1,2,1,2,2,2,2,2,3,4,2,3,2,3,2,3,2,1,1,1,1,1,1,3,1,26,2.0,1,2,0,0,0,1,0,0,0,0,1,1,0
430,101,1.0,2,3,2,2,2,2,3,3,1,1,2,2,1,3,4,4,4,3,2,2,2,2,4,3,2,2,3,3,2,3,1,3,3,2,2,-1,-1,35,1.0,5,1,0,1,0,0,0,0,0,0,0,0,0
431,26,0.0,2,2,3,3,2,2,3,3,2,2,1,1,1,3,4,2,4,3,2,3,2,2,2,3,1,2,3,1,4,3,1,1,1,2,1,3,2,29,1.0,4,3,0,1,1,0,0,0,0,0,0,0,0
432,101,1.0,2,-1,1,1,1,1,3,3,1,1,1,2,1,2,3,4,4,3,2,2,3,4,2,2,2,3,4,4,2,4,3,3,3,2,1,-1,-1,34,1.0,0,2,0,1,0,1,0,0,1,0,0,0,0
434,101,1.0,3,-1,3,3,1,3,2,3,2,3,2,2,1,4,4,4,4,3,2,2,3,4,3,3,2,2,3,3,4,3,3,2,2,2,2,-1,2,39,1.0,0,2,0,0,0,0,0,1,0,0,0,0,0
435,101,1.0,2,-1,2,2,2,2,3,3,1,1,1,2,1,4,4,4,4,4,1,1,3,2,4,2,2,2,3,4,1,2,3,3,3,2,2,-1,-1,27,1.0,0,2,0,1,1,0,0,0,0,0,0,0,0
436,501,1.0,3,3,3,3,2,2,3,3,2,1,2,2,1,4,4,4,4,3,2,3,2,2,4,3,1,3,3,4,2,4,3,1,3,1,1,2,1,31,1.0,22,2,0,0,0,0,0,0,1,0,0,0,0
437,26,0.0,3,3,3,3,2,4,2,3,3,1,3,1,1,3,4,4,4,3,3,3,2,2,3,3,2,3,2,2,-1,2,3,3,3,2,2,-1,-1,26,1.0,0,3,1,1,0,0,0,0,1,0,0,0,0
438,26,1.0,1,3,3,2,1,3,2,2,1,2,2,2,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,5,1,1,2,2,2,1,2,2,44,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0
439,101,1.0,1,3,2,3,2,3,2,3,2,2,2,2,1,1,3,2,2,3,2,3,3,2,4,2,3,3,2,2,-1,3,3,3,3,2,2,-1,-1,27,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0
440,101,0.0,1,2,3,3,2,2,3,3,2,1,2,2,1,3,3,4,4,3,3,3,3,4,3,3,3,3,3,3,1,4,1,1,1,1,1,4,2,57,2.0,1,2,1,1,0,0,0,0,0,0,0,0,0
445,1001,0.0,2,2,3,3,3,3,1,3,3,2,2,2,1,4,3,4,4,3,3,3,3,3,3,3,3,3,3,2,1,2,2,2,2,2,1,1,2,35,1.0,1,3,0,0,1,0,0,0,1,0,0,0,0
446,101,1.0,1,3,3,2,2,4,2,2,2,3,1,2,1,2,2,4,4,4,2,2,3,4,2,3,3,3,2,2,2,3,2,1,1,1,1,1,1,26,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0
447,6,1.0,2,2,1,1,1,1,3,3,2,1,1,2,1,4,4,4,4,3,3,3,2,3,3,3,1,2,3,4,2,4,3,3,2,2,2,-1,-1,22,2.0,1,3,1,1,0,0,0,0,0,0,0,0,0
448,101,1.0,2,2,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,3,3,2,2,2,3,3,3,2,3,3,4,3,3,3,2,2,-1,-1,31,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0
449,26,1.0,2,3,3,3,3,4,2,2,3,3,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,3,4,-1,-1,3,3,3,2,1,-1,-1,31,1.0,0,3,0,1,0,0,0,0,0,0,0,0,0
451,1001,0.0,1,1,3,1,1,3,2,3,2,1,3,2,1,2,2,2,2,3,2,3,3,4,3,2,2,3,3,4,2,3,3,3,1,1,1,2,2,26,1.0,1,2,1,1,1,0,0,0,0,0,0,0,1
452,1,1.0,3,-1,3,3,3,5,1,3,3,3,2,2,1,2,2,4,4,3,1,2,2,2,4,2,3,3,1,1,4,1,1,1,1,2,1,2,2,36,1.0,1,2,0,0,0,0,1,0,0,0,0,0,0
453,26,1.0,1,1,3,3,1,2,3,3,1,1,1,2,1,1,1,2,2,1,2,3,2,2,2,3,1,3,3,5,2,4,1,1,1,1,1,2,1,33,1.0,1,2,0,1,1,0,0,0,1,0,0,0,0
454,501,1.0,1,2,1,3,2,1,3,3,1,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,4,5,4,4,1,1,1,1,1,2,1,24,2.0,1,2,1,1,0,0,0,0,0,0,0,0,0
455,6,1.0,3,3,3,3,2,1,2,2,3,2,3,2,1,4,4,2,2,3,4,2,2,3,4,3,3,3,1,1,4,4,1,2,2,2,2,1,3,22,1.0,23,2,1,1,0,0,0,0,0,0,0,0,0
456,6,1.0,1,1,3,1,2,4,3,3,2,1,1,2,1,1,1,2,1,3,4,3,2,2,3,3,3,3,4,4,2,3,1,1,2,1,1,3,3,33,1.0,1,1,0,0,1,0,0,0,1,0,0,0,1
457,1001,1.0,1,3,3,2,2,2,2,2,2,2,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,2,2,2,3,3,1,1,1,1,3,2,37,2.0,1,2,0,0,0,0,0,0,0,0,0,0,1
458,6,1.0,1,2,3,2,2,1,3,3,1,1,1,2,1,3,4,4,4,3,2,3,2,2,2,2,2,2,3,4,2,2,3,1,2,2,2,3,2,29,1.0,1,1,1,1,1,0,0,0,1,0,0,0,0
459,1,0.0,-1,-1,1,3,1,3,3,3,1,1,1,2,1,2,1,2,2,3,2,3,2,2,2,3,2,3,3,3,-1,4,2,2,3,2,1,-1,-1,38,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0
460,1,1.0,3,-1,3,3,2,3,2,2,3,3,2,2,1,2,2,2,2,3,3,3,3,4,3,3,3,3,2,2,2,3,1,2,2,2,2,2,-1,33,1.0,1,2,0,1,1,0,0,0,0,0,0,0,0
461,1,1.0,2,2,3,3,2,3,1,1,3,3,3,2,1,1,2,2,2,3,2,2,2,4,4,2,3,3,2,2,3,2,1,1,2,1,1,4,1,44,2.0,2,1,0,0,0,0,0,1,0,0,0,0,0
462,6,0.0,1,2,3,3,2,2,3,3,2,1,2,2,1,2,4,4,4,2,2,2,2,2,2,2,2,3,3,4,1,4,1,1,1,1,1,4,2,23,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0
464,1001,0.0,2,3,3,3,2,5,1,3,3,3,3,2,1,4,4,4,4,4,1,1,2,4,4,3,2,3,2,2,1,2,2,1,1,1,1,3,2,30,1.0,1,3,1,1,0,0,0,0,0,0,0,0,0
465,26,1.0,1,3,3,3,2,3,3,3,1,1,2,2,1,1,2,1,1,1,3,2,3,4,1,3,2,3,2,2,4,4,3,2,3,2,2,-1,-1,28,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0
466,26,1.0,1,1,3,3,3,2,3,3,2,2,3,2,1,4,4,4,4,4,1,2,3,4,4,3,2,3,3,4,4,3,2,2,2,2,2,-1,1,39,1.0,1,3,1,1,0,0,0,0,0,0,0,0,0
467,6,1.0,3,3,3,3,2,4,1,3,3,3,2,2,1,1,2,4,4,4,3,3,2,4,4,2,1,3,3,3,2,3,1,1,1,1,1,4,2,24,2.0,1,3,1,0,0,0,0,0,0,0,0,0,0
469,1001,0.0,1,1,1,1,2,2,3,3,2,1,1,2,1,2,2,4,4,3,4,3,2,2,2,2,1,3,3,2,2,3,1,1,1,1,1,2,1,35,1.0,1,2,1,1,0,0,0,0,1,0,0,0,0
470,6,1.0,3,3,3,2,2,3,3,3,1,1,2,2,1,3,4,3,4,3,3,2,2,3,4,3,2,2,3,3,3,4,1,2,2,2,2,-1,-1,23,1.0,1,3,1,0,0,0,0,0,0,0,0,0,0
471,1001,0.0,1,2,2,1,1,1,3,3,2,1,2,2,1,3,4,4,2,3,2,3,2,4,2,3,2,2,3,3,4,4,1,3,3,2,2,-1,-1,37,1.0,1,2,0,0,0,0,0,0,0,1,0,0,0
472,6,1.0,1,2,3,3,2,2,3,3,2,1,2,2,1,3,4,3,2,3,2,2,2,2,2,3,2,2,3,3,3,-1,3,3,3,2,2,-1,-1,35,1.0,1,2,1,1,1,0,0,0,0,0,0,0,0
473,26,0.0,1,1,3,3,1,3,3,3,2,2,1,2,1,3,4,4,4,3,3,2,2,2,3,3,1,2,3,4,3,3,2,2,2,2,2,2,2,27,1.0,1,2,1,1,1,0,0,0,1,0,0,0,1
474,1,1.0,2,2,3,3,2,1,3,3,2,2,1,2,1,3,2,4,4,2,4,3,2,2,1,3,2,2,3,3,4,4,1,2,2,2,2,3,2,27,2.0,1,1,1,1,1,0,0,0,0,0,0,0,0
475,1001,1.0,1,2,3,1,2,4,2,3,3,3,2,2,1,2,2,2,2,3,3,2,2,2,2,3,3,3,3,2,3,4,3,2,3,2,2,-1,-1,27,2.0,1,3,1,0,0,0,0,0,0,0,0,0,0
476,6,1.0,2,2,3,3,2,2,2,2,3,3,2,2,1,2,2,2,2,2,2,2,2,2,4,2,3,3,2,2,4,4,1,1,1,1,1,2,2,42,1.0,1,2,1,1,0,0,0,0,0,0,0,0,0
477,6,0.0,1,2,3,3,1,4,2,2,3,2,3,2,1,2,1,2,2,1,2,2,3,4,4,3,3,3,3,3,-1,3,1,3,3,2,2,-1,-1,32,1.0,1,3,1,0,0,0,0,0,0,0,0,0,0
478,6,1.0,2,2,3,3,2,3,3,3,2,2,2,2,1,1,3,2,2,2,4,3,2,2,4,3,2,2,3,3,4,4,1,1,2,1,1,2,1,26,1.0,24,2,1,1,1,0,0,0,0,0,0,0,0
479,101,1.0,2,3,3,2,2,3,1,3,3,3,2,2,1,4,4,4,4,3,2,3,2,4,2,3,2,3,2,3,-1,4,3,2,3,2,2,-1,-1,28,1.0,25,3,0,1,0,0,0,0,0,0,0,0,0
480,6,1.0,2,3,3,3,2,3,1,3,3,3,2,2,1,1,1,4,4,3,1,3,1,4,4,3,1,3,2,2,2,4,3,3,3,2,2,-1,-1,28,1.0,1,2,1,0,0,0,0,0,0,0,0,0,0
481,101,1.0,1,3,3,1,1,3,2,3,3,3,2,2,1,2,2,4,2,1,2,2,2,4,2,3,2,3,2,3,2,4,1,1,3,1,1,3,2,32,1.0,1,2,1,1,0,0,0,0,0,0,0,0,0
483,26,1.0,1,2,1,1,2,3,2,3,2,2,3,2,1,2,2,2,2,3,2,3,2,2,2,2,1,2,3,3,2,3,2,1,1,1,1,3,2,34,1.0,1,3,0,1,0,0,0,0,0,0,0,0,0
484,6,1.0,2,2,3,2,3,3,2,2,3,2,2,2,1,3,4,4,4,2,3,2,3,4,3,3,2,2,3,3,4,4,3,2,2,2,1,3,2,61,2.0,1,2,0,0,0,0,0,0,0,1,0,0,0
487,6,0.0,-1,2,2,2,2,3,1,2,2,2,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,3,2,1,1,1,1,1,1,2,1,51,1.0,3,2,1,0,0,0,0,0,0,0,0,0,0
489,501,1.0,2,2,2,2,2,1,3,3,1,1,1,2,1,3,4,3,2,3,3,2,1,2,3,3,1,2,3,3,1,4,1,1,1,1,1,2,1,34,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0
490,6,1.0,3,-1,3,3,2,4,2,2,1,2,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,4,2,4,3,1,2,1,1,2,2,43,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0
491,101,1.0,1,3,3,1,2,4,1,3,3,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,3,2,3,-1,2,3,3,2,2,2,-1,3,43,2.0,1,2,0,0,1,0,0,0,0,0,0,0,0
492,6,1.0,3,2,1,3,2,4,2,3,3,2,2,2,1,4,4,2,4,4,1,3,1,2,4,1,3,3,1,3,1,2,1,1,1,1,1,1,1,44,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0
493,101,1.0,2,3,3,2,2,1,2,3,2,2,2,2,1,2,2,2,2,3,2,2,2,2,4,3,3,3,2,3,3,3,2,2,2,1,1,3,2,35,1.0,1,2,0,0,1,0,0,0,0,0,0,0,0
494,26,1.0,1,1,3,2,2,1,3,3,2,1,1,2,1,2,4,4,4,3,2,2,2,2,2,3,1,2,3,4,2,4,3,3,3,2,2,-1,-1,50,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0
495,101,1.0,1,1,3,3,1,5,2,3,2,1,2,2,1,1,2,2,2,1,2,2,2,4,2,3,1,2,3,3,3,4,3,1,2,1,1,3,1,29,1.0,1,2,0,1,1,0,0,0,0,0,0,0,0
496,101,1.0,1,1,1,3,2,1,3,3,1,1,1,2,1,3,4,4,4,3,1,1,3,1,3,3,2,2,5,5,1,4,1,3,1,1,1,3,1,29,1.0,1,3,1,0,0,0,0,0,0,0,0,0,0
497,501,0.0,1,3,3,2,2,1,2,2,1,1,1,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,1,4,2,3,3,2,2,-1,-1,36,1.0,2,2,1,1,1,0,0,0,0,0,0,0,1
500,1001,1.0,2,2,3,2,2,3,2,2,3,3,3,2,1,2,2,4,2,3,2,2,2,2,4,3,3,3,3,3,2,3,3,1,2,1,1,2,2,46,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0
502,1001,1.0,1,2,3,2,3,5,1,2,2,3,3,1,1,4,4,4,4,4,2,2,2,4,2,2,2,3,2,2,5,2,1,2,2,2,1,-1,1,23,3.0,1,2,0,0,1,0,0,0,0,0,0,0,0
503,6,1.0,2,2,3,3,2,3,2,3,2,1,3,2,1,2,2,2,2,3,2,2,2,4,4,3,2,3,3,3,3,3,2,1,2,1,1,2,1,41,1.0,1,2,1,1,0,0,0,0,1,1,0,0,0
504,1001,1.0,1,3,1,2,2,2,3,2,2,1,2,2,1,1,1,1,1,3,4,3,1,4,1,3,3,3,2,3,3,3,3,3,2,2,2,4,4,31,1.0,2,2,1,0,0,0,0,0,0,0,0,0,0
505,1,1.0,3,1,3,3,3,5,1,3,3,3,3,1,1,4,3,4,4,4,1,3,2,4,4,1,2,3,2,2,1,2,1,1,1,1,1,1,1,55,1.0,1,2,0,0,1,0,0,0,0,0,0,0,0
506,26,1.0,3,-1,3,3,2,5,1,2,2,3,3,2,1,2,2,2,2,3,2,2,2,2,4,2,3,3,2,2,3,3,3,1,3,2,2,4,1,34,1.0,1,2,1,1,1,0,0,0,1,0,0,0,0
507,6,1.0,1,1,3,3,2,4,3,3,1,1,1,2,1,2,3,2,4,4,1,2,2,2,2,3,1,2,1,1,2,1,1,1,1,2,1,1,1,28,2.0,1,1,1,1,0,0,0,0,0,0,0,0,0
508,6,1.0,1,3,3,3,2,5,3,3,2,2,2,2,1,3,4,4,4,3,3,2,2,2,3,3,2,3,3,3,2,2,1,1,1,1,1,3,1,33,1.0,1,2,0,1,1,0,0,0,0,0,0,0,0
509,101,1.0,1,3,3,1,3,3,1,1,2,3,3,1,1,2,2,2,2,4,1,2,2,2,2,1,3,3,2,3,1,1,1,1,3,1,1,2,2,29,1.0,1,2,0,1,0,0,0,0,1,0,0,0,0
510,1001,0.0,1,2,1,1,1,4,3,3,2,1,1,2,1,1,1,4,4,4,1,1,1,4,4,2,2,3,3,3,2,3,1,3,1,1,1,3,2,33,2.0,1,2,1,1,0,0,0,0,1,0,0,0,0
512,1001,1.0,1,1,1,1,2,3,2,3,3,2,2,2,1,2,1,4,2,3,2,2,3,2,4,2,1,3,3,3,2,2,1,1,1,1,1,2,1,28,1.0,1,2,0,0,0,1,0,0,0,0,0,0,0
513,26,1.0,1,3,1,1,2,3,3,3,1,1,1,2,1,2,2,4,2,3,2,3,2,2,4,3,3,3,2,3,2,4,1,1,3,2,1,-1,3,32,1.0,1,2,0,0,1,0,0,0,0,0,0,0,0
